outcome,previous_outcome,day,time,month,wind_speed,weather,location,capacity,stadium_state,injury,match_type,opponent_strength
tie,tie,thursday,evening,may,high,cloudy,away,small,dry,yes,friendly,strong
tie,tie,tuesday,evening,march,no_wind,rainy,away,large,wet,yes,friendly,strong
tie,tie,friday,evening,june,low,sunny,home,medium,dry,yes,competitive,strong
tie,win,friday,evening,october,low,rainy,away,small,wet,yes,friendly,weak
tie,tie,tuesday,evening,june,low,rainy,home,medium,dry,yes,competitive,strong
tie,tie,thursday,evening,january,no_wind,sunny,away,large,wet,yes,competitive,average
loss,loss,sunday,afternoon,may,high,cloudy,away,medium,dry,yes,competitive,average
tie,tie,monday,evening,july,high,cloudy,away,small,dry,yes,friendly,strong
loss,loss,wednesday,evening,june,low,cloudy,home,medium,dry,no,competitive,average
loss,win,thursday,evening,april,no_wind,cloudy,home,medium,dry,no,competitive,weak
tie,tie,friday,evening,september,no_wind,sunny,home,medium,dry,yes,friendly,strong
win,win,tuesday,evening,june,high,cloudy,home,medium,dry,yes,friendly,average
win,loss,saturday,evening,september,low,sunny,away,elite,dry,yes,competitive,weak
win,win,friday,evening,march,high,sunny,home,medium,dry,yes,competitive,average
loss,tie,sunday,afternoon,may,low,sunny,away,elite,dry,no,competitive,strong
win,win,tuesday,evening,july,high,rainy,home,medium,dry,no,competitive,weak
loss,tie,saturday,evening,november,low,rainy,home,medium,dry,yes,friendly,average
tie,tie,monday,evening,april,high,sunny,home,medium,dry,yes,competitive,strong
tie,loss,monday,evening,june,low,sunny,away,medium,dry,yes,competitive,average
loss,win,friday,evening,october,low,sunny,away,large,dry,no,competitive,average
win,win,thursday,evening,october,low,sunny,home,medium,dry,no,friendly,weak
win,win,wednesday,evening,september,no_wind,cloudy,home,medium,dry,yes,friendly,average
tie,tie,monday,evening,june,no_wind,cloudy,away,small,wet,yes,friendly,weak
win,tie,tuesday,evening,october,low,rainy,home,medium,dry,yes,friendly,average
loss,tie,sunday,afternoon,december,high,snowy,home,medium,dry,no,friendly,strong
win,win,tuesday,evening,may,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,loss,wednesday,evening,may,high,rainy,home,medium,dry,yes,competitive,strong
loss,tie,friday,evening,january,high,cloudy,home,medium,dry,no,friendly,strong
tie,win,tuesday,evening,october,no_wind,sunny,away,large,dry,yes,friendly,strong
tie,tie,saturday,morning,november,high,sunny,home,medium,dry,yes,friendly,strong
tie,tie,thursday,evening,january,no_wind,sunny,home,medium,dry,no,competitive,strong
win,win,tuesday,evening,september,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,tie,saturday,morning,june,no_wind,cloudy,home,medium,dry,yes,friendly,strong
win,win,monday,evening,july,low,rainy,away,large,wet,yes,competitive,weak
tie,loss,wednesday,evening,march,no_wind,cloudy,away,small,dry,no,friendly,average
tie,tie,wednesday,evening,march,low,sunny,home,medium,dry,no,competitive,strong
loss,tie,tuesday,evening,july,low,cloudy,home,medium,dry,yes,friendly,average
tie,loss,saturday,afternoon,july,low,rainy,away,medium,wet,yes,competitive,average
win,win,sunday,evening,january,high,snowy,away,large,wet,no,friendly,weak
win,win,friday,evening,october,no_wind,sunny,away,small,dry,no,friendly,weak
tie,tie,wednesday,evening,october,high,rainy,home,medium,dry,no,friendly,strong
win,win,thursday,evening,november,low,sunny,away,medium,dry,yes,friendly,weak
tie,tie,wednesday,evening,december,high,sunny,home,medium,dry,yes,competitive,strong
tie,tie,sunday,afternoon,june,high,cloudy,away,elite,dry,yes,friendly,strong
win,tie,monday,evening,december,no_wind,cloudy,home,medium,dry,no,competitive,average
tie,loss,tuesday,evening,july,high,rainy,away,large,wet,yes,competitive,strong
tie,tie,sunday,evening,may,no_wind,sunny,away,elite,dry,yes,friendly,weak
tie,tie,wednesday,evening,july,no_wind,rainy,away,small,wet,no,competitive,strong
win,win,sunday,afternoon,january,high,snowy,away,medium,wet,no,competitive,weak
tie,tie,saturday,morning,february,no_wind,sunny,home,medium,dry,no,friendly,strong
win,win,sunday,afternoon,september,high,rainy,home,medium,dry,yes,friendly,weak
loss,tie,saturday,evening,february,no_wind,rainy,home,medium,dry,no,competitive,average
tie,win,thursday,evening,june,high,rainy,home,medium,dry,yes,friendly,strong
win,tie,thursday,evening,august,high,rainy,away,medium,wet,no,competitive,strong
win,win,thursday,evening,february,high,sunny,home,medium,dry,yes,friendly,weak
win,win,friday,evening,november,low,rainy,away,small,wet,no,competitive,weak
win,win,friday,evening,june,high,rainy,home,medium,dry,no,friendly,weak
win,win,monday,evening,january,high,snowy,home,medium,dry,no,competitive,weak
tie,tie,wednesday,evening,august,high,cloudy,home,medium,dry,yes,competitive,average
tie,tie,sunday,evening,may,low,cloudy,home,medium,dry,no,friendly,strong
tie,win,saturday,evening,december,no_wind,rainy,home,medium,dry,yes,competitive,weak
tie,tie,friday,evening,march,high,sunny,home,medium,dry,yes,friendly,strong
win,win,saturday,afternoon,june,no_wind,cloudy,home,medium,dry,yes,competitive,weak
win,loss,friday,evening,july,high,cloudy,home,medium,dry,no,friendly,average
loss,win,thursday,evening,june,no_wind,sunny,home,medium,dry,yes,competitive,average
win,win,saturday,afternoon,march,no_wind,cloudy,away,medium,wet,no,friendly,weak
win,win,wednesday,evening,october,high,rainy,away,large,wet,yes,competitive,weak
tie,loss,monday,evening,april,no_wind,sunny,home,medium,dry,yes,friendly,average
win,win,saturday,evening,october,high,sunny,away,elite,dry,no,friendly,weak
win,win,sunday,afternoon,august,high,cloudy,home,medium,dry,yes,competitive,weak
win,win,wednesday,evening,march,no_wind,cloudy,away,elite,dry,yes,friendly,weak
tie,tie,wednesday,evening,february,high,snowy,away,large,wet,yes,competitive,average
tie,tie,sunday,morning,february,high,sunny,away,elite,dry,no,competitive,strong
tie,win,thursday,evening,january,low,snowy,home,medium,dry,yes,friendly,average
win,win,thursday,evening,august,no_wind,sunny,away,elite,dry,no,friendly,weak
win,win,saturday,evening,january,low,sunny,away,large,dry,no,friendly,weak
win,win,tuesday,evening,june,no_wind,rainy,home,medium,dry,yes,competitive,weak
tie,tie,thursday,evening,july,high,rainy,home,medium,dry,no,friendly,strong
loss,tie,tuesday,evening,january,no_wind,sunny,away,large,dry,yes,friendly,average
loss,win,friday,evening,april,no_wind,cloudy,home,medium,dry,no,competitive,weak
tie,win,saturday,afternoon,june,high,cloudy,away,small,dry,yes,competitive,strong
tie,loss,wednesday,evening,april,no_wind,cloudy,away,large,dry,no,competitive,average
tie,tie,monday,evening,february,low,sunny,away,large,dry,yes,competitive,average
win,win,tuesday,evening,july,no_wind,sunny,away,medium,dry,no,competitive,weak
win,win,sunday,afternoon,october,high,sunny,away,elite,dry,no,competitive,average
win,win,wednesday,evening,march,high,sunny,home,medium,dry,yes,friendly,weak
tie,tie,monday,evening,may,low,cloudy,away,medium,dry,yes,competitive,strong
tie,tie,monday,evening,august,no_wind,cloudy,away,small,dry,yes,friendly,strong
win,win,friday,evening,may,low,cloudy,away,elite,wet,no,friendly,weak
tie,tie,saturday,evening,december,no_wind,snowy,home,medium,dry,yes,friendly,average
tie,win,tuesday,evening,february,no_wind,cloudy,away,elite,dry,no,friendly,average
tie,tie,friday,evening,april,low,cloudy,away,large,dry,no,friendly,strong
tie,tie,saturday,morning,may,low,sunny,away,large,dry,no,competitive,strong
win,win,monday,evening,october,low,cloudy,home,medium,dry,yes,competitive,weak
tie,loss,wednesday,evening,may,low,cloudy,away,elite,dry,yes,competitive,strong
win,win,saturday,evening,september,low,rainy,away,medium,wet,no,competitive,weak
win,tie,sunday,afternoon,august,low,sunny,home,medium,dry,no,friendly,strong
tie,win,thursday,evening,february,no_wind,sunny,home,medium,dry,no,competitive,strong
win,win,tuesday,evening,february,low,cloudy,home,medium,dry,yes,friendly,weak
win,win,thursday,evening,may,low,cloudy,away,medium,dry,yes,competitive,weak
win,loss,saturday,afternoon,february,no_wind,sunny,home,medium,dry,no,competitive,weak
tie,tie,sunday,evening,june,low,rainy,home,medium,dry,no,competitive,strong
tie,tie,saturday,morning,february,no_wind,snowy,home,medium,dry,no,friendly,strong
tie,tie,saturday,morning,april,no_wind,sunny,home,medium,dry,yes,competitive,strong
loss,tie,tuesday,evening,december,high,cloudy,home,medium,dry,no,friendly,average
loss,tie,tuesday,evening,october,no_wind,rainy,home,medium,dry,no,friendly,strong
win,tie,friday,evening,august,low,cloudy,home,medium,dry,yes,competitive,weak
tie,loss,tuesday,evening,november,low,cloudy,away,small,wet,yes,friendly,strong
tie,win,tuesday,evening,july,low,sunny,home,medium,dry,yes,friendly,average
tie,win,tuesday,evening,july,low,rainy,home,medium,dry,yes,friendly,average
tie,tie,thursday,evening,april,no_wind,cloudy,away,large,dry,no,competitive,strong
tie,tie,tuesday,evening,january,no_wind,snowy,away,elite,wet,yes,friendly,strong
win,loss,friday,evening,october,high,sunny,home,medium,dry,no,friendly,average
tie,tie,thursday,evening,december,low,sunny,away,elite,dry,yes,friendly,strong
win,loss,wednesday,evening,january,high,sunny,away,large,dry,no,friendly,weak
loss,tie,wednesday,evening,september,high,sunny,home,medium,dry,no,competitive,average
tie,win,monday,evening,march,high,rainy,home,medium,dry,no,friendly,average
win,win,monday,evening,january,no_wind,sunny,home,medium,dry,yes,competitive,weak
tie,tie,sunday,afternoon,december,high,sunny,away,elite,dry,yes,friendly,strong
win,loss,friday,evening,may,low,sunny,home,medium,dry,yes,friendly,average
win,win,wednesday,evening,december,high,sunny,away,large,dry,no,friendly,weak
win,win,sunday,afternoon,april,no_wind,rainy,away,elite,wet,yes,competitive,weak
tie,tie,monday,evening,january,no_wind,snowy,away,medium,wet,yes,friendly,strong
tie,tie,sunday,morning,february,high,sunny,home,medium,dry,no,friendly,strong
tie,tie,thursday,evening,february,high,cloudy,home,medium,dry,yes,competitive,strong
win,tie,wednesday,evening,april,no_wind,rainy,away,medium,wet,no,friendly,average
tie,tie,wednesday,evening,january,no_wind,cloudy,away,elite,dry,no,competitive,strong
tie,win,sunday,afternoon,april,low,cloudy,home,medium,dry,no,competitive,weak
tie,win,tuesday,evening,september,no_wind,cloudy,away,small,dry,yes,competitive,average
tie,tie,saturday,morning,april,high,sunny,away,medium,dry,yes,competitive,strong
tie,tie,thursday,evening,november,low,cloudy,away,small,dry,no,friendly,strong
tie,loss,monday,evening,october,high,cloudy,home,medium,dry,yes,friendly,strong
tie,win,thursday,evening,october,no_wind,cloudy,away,small,dry,no,competitive,weak
loss,win,thursday,evening,october,low,cloudy,away,elite,dry,no,competitive,average
tie,tie,tuesday,evening,june,no_wind,cloudy,away,medium,dry,no,competitive,average
loss,loss,monday,evening,september,low,rainy,away,elite,wet,yes,friendly,average
win,win,thursday,evening,july,no_wind,sunny,away,small,dry,no,competitive,weak
tie,tie,thursday,evening,november,high,snowy,away,medium,wet,yes,competitive,strong
win,loss,monday,evening,april,no_wind,sunny,away,medium,dry,no,friendly,average
tie,tie,sunday,morning,july,low,rainy,away,large,wet,no,competitive,strong
win,tie,monday,evening,april,high,cloudy,home,medium,dry,no,friendly,average
win,loss,friday,evening,april,low,sunny,home,medium,dry,yes,competitive,weak
win,win,sunday,afternoon,june,no_wind,cloudy,home,medium,dry,yes,competitive,weak
tie,loss,saturday,afternoon,february,high,cloudy,away,elite,wet,yes,competitive,strong
tie,win,friday,evening,february,low,rainy,away,elite,wet,yes,friendly,strong
tie,win,tuesday,evening,june,low,sunny,away,large,dry,no,friendly,strong
tie,tie,sunday,afternoon,july,low,rainy,away,small,wet,no,competitive,strong
win,win,monday,evening,november,no_wind,cloudy,home,medium,dry,no,competitive,weak
tie,win,monday,evening,april,no_wind,rainy,home,medium,dry,no,friendly,average
tie,win,thursday,evening,september,high,rainy,away,large,wet,yes,competitive,weak
win,win,saturday,morning,december,low,rainy,home,medium,dry,no,competitive,weak
tie,tie,thursday,evening,may,no_wind,sunny,away,medium,dry,yes,friendly,strong
tie,tie,tuesday,evening,january,high,cloudy,home,medium,dry,yes,friendly,strong
win,win,friday,evening,august,high,rainy,home,medium,dry,no,competitive,weak
win,loss,friday,evening,august,low,sunny,home,medium,dry,no,friendly,average
tie,loss,saturday,evening,december,low,sunny,away,large,dry,no,competitive,average
tie,tie,friday,evening,may,low,cloudy,away,elite,dry,yes,competitive,strong
win,win,wednesday,evening,february,low,cloudy,away,large,dry,no,friendly,weak
win,tie,wednesday,evening,june,high,sunny,home,medium,dry,yes,competitive,weak
tie,tie,wednesday,evening,september,no_wind,sunny,away,large,dry,yes,friendly,strong
tie,tie,saturday,evening,april,low,sunny,away,large,dry,yes,friendly,strong
tie,loss,thursday,evening,january,low,sunny,home,medium,dry,no,friendly,strong
win,win,wednesday,evening,march,low,sunny,home,medium,dry,yes,friendly,weak
tie,win,sunday,afternoon,april,low,sunny,away,elite,dry,no,competitive,strong
tie,loss,tuesday,evening,may,low,cloudy,home,medium,dry,no,friendly,strong
tie,win,thursday,evening,april,no_wind,sunny,away,large,dry,yes,friendly,average
tie,tie,thursday,evening,september,no_wind,cloudy,away,elite,dry,no,friendly,strong
tie,win,monday,evening,august,low,cloudy,home,medium,dry,yes,competitive,strong
loss,win,tuesday,evening,september,high,cloudy,home,medium,dry,no,competitive,strong
tie,tie,thursday,evening,october,no_wind,rainy,home,medium,dry,no,friendly,strong
tie,tie,monday,evening,july,low,sunny,home,medium,dry,no,friendly,average
win,loss,monday,evening,january,high,sunny,home,medium,dry,no,competitive,average
win,win,sunday,afternoon,july,low,rainy,away,medium,wet,no,competitive,weak
tie,tie,sunday,afternoon,december,high,sunny,away,large,dry,yes,friendly,strong
win,win,monday,evening,august,no_wind,sunny,home,medium,dry,no,friendly,average
win,win,wednesday,evening,january,low,sunny,home,medium,dry,no,friendly,weak
tie,tie,friday,evening,august,no_wind,rainy,away,small,wet,no,competitive,strong
win,win,saturday,afternoon,february,no_wind,snowy,away,large,wet,no,competitive,average
tie,tie,monday,evening,september,no_wind,sunny,home,medium,dry,no,friendly,strong
win,tie,monday,evening,february,low,sunny,away,medium,dry,no,friendly,average
win,win,thursday,evening,july,low,rainy,home,medium,dry,yes,friendly,weak
tie,tie,friday,evening,may,low,cloudy,away,small,dry,yes,competitive,strong
tie,tie,saturday,morning,august,high,cloudy,away,medium,dry,no,competitive,strong
tie,tie,thursday,evening,november,low,cloudy,home,medium,dry,no,friendly,strong
win,loss,sunday,afternoon,june,low,cloudy,home,medium,dry,no,friendly,average
loss,win,saturday,afternoon,may,low,sunny,away,large,dry,no,friendly,average
win,tie,sunday,evening,may,no_wind,cloudy,home,medium,dry,no,competitive,weak
win,win,monday,evening,january,low,cloudy,home,medium,dry,no,friendly,weak
tie,tie,sunday,afternoon,april,low,rainy,home,medium,dry,yes,competitive,average
tie,win,thursday,evening,december,high,rainy,away,large,wet,yes,friendly,weak
win,win,sunday,evening,may,low,sunny,home,medium,dry,no,friendly,average
tie,win,wednesday,evening,october,low,rainy,home,medium,dry,yes,competitive,weak
tie,tie,sunday,morning,january,low,sunny,home,medium,dry,yes,friendly,strong
win,win,thursday,evening,october,no_wind,sunny,away,large,dry,yes,competitive,weak
win,loss,tuesday,evening,january,high,rainy,away,large,wet,no,competitive,average
win,tie,tuesday,evening,february,low,snowy,home,medium,dry,no,friendly,weak
loss,tie,tuesday,evening,june,high,cloudy,home,medium,dry,yes,competitive,strong
